SITE,TAXON,N_TAXA,EXCLUDE,STRATA_R,INDEX.NAME,Collection.Date,GRIDS,log_c_t,Log.No.,PHYLUM,CLASS,ORDER,FAMILY,GENUS,OTHER_TAXA,TRIBE,FFG,FAM_TV,HABIT,FINALTOLVAL07
Site 6,PROSTOIA,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,3,R,52,Arthropoda,Insecta,Plecoptera,Nemouridae,Prostoia,,,Shredder,2,"sp, cn",4.5
Site 6,PROSTOMA,2,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,3,R,52,Nemertea,Enopla,Hoplonemertea,Tetrastemmatidae,Prostoma,,,Predator,NA,,7.3
Site 6,RHYACOPHILA,3,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,3,R,52,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,,,Predator,1,cn,2.1
Site 6,STENELMIS,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,3,R,52,Arthropoda,Insecta,Coleoptera,Elmidae,Stenelmis,,,Scraper,5,cn,7.1
Site 6,STENONEMA,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,3,R,52,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenonema,,,Scraper,3,cn,4.6
Site 6,SYMPOTTHASTIA,9,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,3,R,52,Arthropoda,Insecta,Diptera,Chironomidae,Sympotthastia,Diamesinae,Diamesini,Collector,7,sp,8.2
Site 6,THIENEMANNIMYIA GROUP,2,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,3,R,52,Arthropoda,Insecta,Diptera,Chironomidae,Thienemannimyia group,Orthocladiinae,,Predator,7,sp,8.2
Site 6,TVETENIA,2,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,3,R,52,Arthropoda,Insecta,Diptera,Chironomidae,Tvetenia,Orthocladiinae,,Collector,7,sp,5.1
Site 7,ANCYRONYX,2,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Coleoptera,Elmidae,Ancyronyx,,,Scraper,5,"cn, sp",7.8
Site 7,ANTOCHA,5,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Tipulidae,Antocha,,,Collector,4,cn,8
Site 7,BRILLIA,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Brillia,Orthocladiinae,,Shredder,7,"bu, sp",7.4
Site 7,CHAETOCLADIUS,2,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Chaetocladius,Orthocladiinae,,Collector,7,sp,7
Site 7,CHEUMATOPSYCHE,3,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,,,Filterer,5,cn,6.5
Site 7,CHIMARRA,5,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Trichoptera,Philopotamidae,Chimarra,,,Filterer,3,cn,4.4
Site 7,CHIRONOMIDAE,1,TRUE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,,,,,7,,6.6
Site 7,CRICOTOPUS,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,Orthocladiinae,,Shredder,7,"cn, bu",9.6
Site 7,DIAMESA,4,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Diamesa,Diamesinae,Diamesini,Collector,7,sp,8.5
Site 7,DIAMESINAE,1,TRUE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,,Diamesinae,Diamesini,Collector,7,,7.1
Site 7,DICROTENDIPES,2,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,Chironominae,Chironomini,Collector,7,bu,9
Site 7,DIPLOCLADIUS,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Diplocladius,Orthocladiinae,,Collector,7,sp,5.9
Site 7,FERRISSIA,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Mollusca,Gastropoda,Basommatophora,Ancylidae,Ferrissia,Mollusca,,Scraper,7,cb,7
Site 7,GAMMARUS,2,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Crustacea,,Shredder,6,sp,6.7
Site 7,GLOSSOSOMA,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Trichoptera,Glossosomatidae,Glossosoma,Glossosomatini,Glossosomatini,Scraper,1,cn,0
Site 7,HEMERODROMIA,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Empididae,Hemerodromia,Hemerodromiini,Hemerodromiini,Predator,6,"sp, bu",7.9
Site 7,HYALELLA,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,Crustacea,,Shredder,8,sp,4.2
Site 7,HYDROPSYCHE,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,,,Filterer,5,cn,7.5
Site 7,LYPE,11,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Trichoptera,Psychomyiidae,Lype,,,Scraper,2,cn,4.7
Site 7,MACRONYCHUS,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Coleoptera,Elmidae,Macronychus,,,Scraper,5,cn,6.8
Site 7,MICROPSECTRA,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Micropsectra,Chironominae,Tanytarsini,Collector,7,"cb, sp",2.1
Site 7,MICROTENDIPES,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Microtendipes,Chironominae,Chironomini,Filterer,7,cn,4.9
Site 7,NAIDIDAE,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Annelida,Oligochaeta,Haplotaxida,Naididae,,,,Collector,10,bu,8.5
Site 7,ORTHOCLADIINAE,4,TRUE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,,Orthocladiinae,,Collector,7,bu,7.6
Site 7,ORTHOCLADIUS,12,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,Orthocladiinae,,Collector,7,"sp, bu",9.2
Site 7,PARAKIEFFERIELLA,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Parakiefferiella,Orthocladiinae,,Collector,7,sp,2.1
Site 7,PARAMETRIOCNEMUS,2,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Parametriocnemus,Orthocladiinae,,Collector,7,sp,4.6
Site 7,PARATANYTARSUS,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus,Chironominae,Tanytarsini,Collector,7,sp,7.7
Site 7,PHAENOPSECTRA,5,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Phaenopsectra,Chironominae,Chironomini,Collector,7,cn,8.7
Site 7,POTTHASTIA,2,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Potthastia,Diamesinae,Diamesini,Collector,7,sp,0
Site 7,RHEOCRICOTOPUS,2,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Rheocricotopus,Orthocladiinae,,Collector,7,sp,6.2
Site 7,RHEOTANYTARSUS,9,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Rheotanytarsus,Chironominae,Tanytarsini,Filterer,7,cn,7.2
Site 7,RHYACOPHILA,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,,,Predator,1,cn,2.1
Site 7,SUBLETTEA,2,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Sublettea,Chironominae,Tanytarsini,Collector,7,,10
Site 7,SYMPOTTHASTIA,12,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Sympotthastia,Diamesinae,Diamesini,Collector,7,sp,8.2
Site 7,TANYTARSUS,6,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Chironominae,Tanytarsini,Filterer,7,"cb, cn",4.9
Site 7,TVETENIA,1,FALSE,HIGHLAND,MBSS.2005.Bugs,3-Mar-00,8,R,53,Arthropoda,Insecta,Diptera,Chironomidae,Tvetenia,Orthocladiinae,,Collector,7,sp,5.1
